Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Durante le vacanze , quando non lavoro a scuola il mio tempo dedico a un altro lavoro , che mi da possibilita girare e conoscere tutto il mondo - faccio la guida turisitica .	possibilita	98	109	possibilità	possibilità	y
Sono stata in molti paesi africani e asiatici quindi conosco già un' po i problemi legati al sottosvilupo .	un'	65	68	un	un	y
Sono stata in molti paesi africani e asiatici quindi conosco già un' po i problemi legati al sottosvilupo .	po	69	71	poi	po'	n
Sono stata in molti paesi africani e asiatici quindi conosco già un' po i problemi legati al sottosvilupo .	sottosvilupo	93	105	sottosviluppo	sottosviluppo	y
Non ho ancora nessuna experienza (tranne quella di volontariato in una fondazione per animali abbandonati ) , però se accettate il mio aiuto , la mia buona volonta e tanta voglia di aiutare a cui ha bisogno , sono alla Vostra disposizione .	experienza	22	32	esperienza	esperienza	y
Non ho ancora nessuna experienza (tranne quella di volontariato in una fondazione per animali abbandonati ) , però se accettate il mio aiuto , la mia buona volonta e tanta voglia di aiutare a cui ha bisogno , sono alla Vostra disposizione .	volonta	156	163	volontà	volontà	y
Mi piacerebbe aiutare la Vostra " Solidarietà Viva " per finanziare progetti che realizate in paesi Africani .	realizate	81	90	realizzati	realizzate	n
Ho lavorato durante le vacanze nel negozio dell' abbilliamento , e supermercati in Paese X .	abbilliamento	49	62	abbigliamento	abbigliamento	y
Maria Rossi Città X , 15 . maggio 2011 Strada Maggiore 1/89 12345 Città X Canton Ticino " Residence del Lago " Cari Signori Mi sono permesso di scrivere questa lettera perché ho prenotato una vacanza in un residenze ben situato e molto funzionante e invece in realtà non é cosi .	é	271	272	è	è	y
E anche di questo non sono sodisfatta , quindi non si può usarla con pace e silenzio .	sodisfatta	27	37	soddisfatto	soddisfatta	n
Societa Solidarietà Viva Viale Bruzzi 117 Milano All' attenzione della Spettabile Societa Solidarietà Viva Mi chiamo Michele Rossi e sono laureato in lingue con spezializzazione in lingua italiana e francese presso l' Universita Università X a Città Y .	Societa	0	7	Società	Società	y
Societa Solidarietà Viva Viale Bruzzi 117 Milano All' attenzione della Spettabile Societa Solidarietà Viva Mi chiamo Michele Rossi e sono laureato in lingue con spezializzazione in lingua italiana e francese presso l' Universita Università X a Città Y .	Societa	82	89	società	Società	n
Societa Solidarietà Viva Viale Bruzzi 117 Milano All' attenzione della Spettabile Societa Solidarietà Viva Mi chiamo Michele Rossi e sono laureato in lingue con spezializzazione in lingua italiana e francese presso l' Universita Università X a Città Y .	spezializzazione	161	177	specializzazione	specializzazione	y
Societa Solidarietà Viva Viale Bruzzi 117 Milano All' attenzione della Spettabile Societa Solidarietà Viva Mi chiamo Michele Rossi e sono laureato in lingue con spezializzazione in lingua italiana e francese presso l' Universita Università X a Città Y .	Universita	218	228	Università	Università	y
Città X , 14 maggio 2011 Maria Rossi Strada Maggiore 54/30 12345 Città X Solidarietà Viva Viale Bruzzi 117 21023 Milano Gentili Signori , in riferimento all' annuncio apparso in un giornale vorrei proporre la mia disponibilità per aiutare l' attivita della Vostra Società .	attivita	242	250	attività	attività	y
Sono una ragazza aggettivo di nazionalità X di 26 anni , laureata in filosofia teoretica preso l' università " Università X a Città X .	preso	89	94	presso	presso	y
Sto imparando la lingua Italiana all' istituto Italiano di Cultura a Città X , da alcuni anni -unreadable - frequento un corso " Conversazione " .	Italiana	24	32	italiana	italiana	y
Sto imparando la lingua Italiana all' istituto Italiano di Cultura a Città X , da alcuni anni -unreadable - frequento un corso " Conversazione " .	istituto	38	46	Istituto	Istituto	y
Come i miei studenti cognosco : memorizzare i vocabuli e una cosa noiosa ma molto importante !	cognosco	21	29	conosco	conosco	y
Come i miei studenti cognosco : memorizzare i vocabuli e una cosa noiosa ma molto importante !	vocabuli	46	54	vocaboli	vocaboli	y
Come i miei studenti cognosco : memorizzare i vocabuli e una cosa noiosa ma molto importante !	e	55	56	è	è	y
Parlare la lingua nel paese è la ottima possibilità per imparare la lingua o approfondire le conoscienze .	conoscienze	93	104	conoscenze	conoscenze	y
Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	Prima	20	25	Prima	prima	n
Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	congratulazzioni	35	51	congratulazioni	congratulazioni	y
Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	matrimogno	73	83	patrimonio	matrimonio	n
Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	ringrazzio	96	106	ringrazio	ringrazio	y
Signora , Signore , Prima di tutto congratulazzioni per questo splendido matrimogno al quale vi ringrazzio moltissimo per la invitazzione della cerimonia in chiesa et del pranzo al ristorante .	invitazzione	125	137	indicazione	invitazione	n
In oltre vorrei sapere in che modo posso partecipare al regalo per gli sposi .	In	0	2	In	Inoltre	n
In oltre vorrei sapere in che modo posso partecipare al regalo per gli sposi .	oltre	3	8	oltre	Inoltre	n
Vi ringrazzio ancora di poter essere presente a questo indimenticabile momento .	ringrazzio	3	13	ringrazio	ringrazio	y
Com Afetto	Com	0	3	Con	Con	y
Com Afetto	Afetto	4	10	affetto	Affetto	n
Città X , il 15 Marzo 2010 Gentili Signori , Quando ho ricevuto la vostra invitazione , sono stata molto contenta per voi e vi auguri molta felicitá per la vostra vita insieme .	Quando	45	51	Quando	quando	n
Città X , il 15 Marzo 2010 Gentili Signori , Quando ho ricevuto la vostra invitazione , sono stata molto contenta per voi e vi auguri molta felicitá per la vostra vita insieme .	felicitá	140	148	felicità	felicità	y
Vi Ringrazio il vostro invito , sarò molto contenta di essere nel vostro matrimonio e anche perchè per me è una opportunità per conoscere la città di Napoli .	Ringrazio	3	12	ringrazio	ringrazio	y
Vi Ringrazio il vostro invito , sarò molto contenta di essere nel vostro matrimonio e anche perchè per me è una opportunità per conoscere la città di Napoli .	perchè	92	98	perché	perché	y
Prenderò il treno un giorno prima della cerimonia , perchè lavoro fino il 18 Novembre , ma non c' è problema .	perchè	52	58	perché	perché	y
Prenderò il treno un giorno prima della cerimonia , perchè lavoro fino il 18 Novembre , ma non c' è problema .	Novembre	77	85	novembre	novembre	y
Purtroppo non so coso vi regalare , ma sabendo che voi convivate insieme già da 2 anni , supongo che avete tutto per la casa , allora penso di vi Regalare dei soldi , cosí potete comprare quello che vi piace .	Regalare	146	154	regalare	regalare	y
Purtroppo non so coso vi regalare , ma sabendo che voi convivate insieme già da 2 anni , supongo che avete tutto per la casa , allora penso di vi Regalare dei soldi , cosí potete comprare quello che vi piace .	cosí	167	171	così	così	y
Vi Ringrazio ancora una volta per la -symbol- vostra invitazione , Cordiali saluti , Rossi Maria	Ringrazio	3	12	ringrazio	ringrazio	y
Lunedi 15 Marzo 2010 Cari amici : Maria e Michele : vi rispondo alla vostra invitazione per il vostro matrimonio .	Lunedi	0	6	Lunedì	Lunedì	y
Lunedi 15 Marzo 2010 Cari amici : Maria e Michele : vi rispondo alla vostra invitazione per il vostro matrimonio .	Marzo	10	15	marzo	marzo	y
Mi fà moltto piacere di andare alla vostra cerimonia , perche moltto tempo fà chi non vi vedo .	fà	3	5	fa	fa	y
Mi fà moltto piacere di andare alla vostra cerimonia , perche moltto tempo fà chi non vi vedo .	moltto	6	12	molto	molto	y
Mi fà moltto piacere di andare alla vostra cerimonia , perche moltto tempo fà chi non vi vedo .	moltto	62	68	molto	molto	y
Mi fà moltto piacere di andare alla vostra cerimonia , perche moltto tempo fà chi non vi vedo .	fà	75	77	fa	fa	y
vi auguro tutta la felicità del mondo .	vi	0	2	Ti	Vi	n
Aspeto impaziente il giorno del vostro matrimonio .	Aspeto	0	6	Aspetto	Aspetto	y
A Presto Eva Rossi	Presto	2	8	presto	presto	y
Rossi Maria 11 Strada Maggiore 12345 Città X 0345-11111111 Città X , 15 MARZO 2010 Russo Beatrice Via Friuli , 72 Napoli Cara amica , INNAZI TUTTO , CONGRATULAZIONI !	INNAZI	134	140	Inni	INNANZI	n
Inoltre , Ti ringrazio tanto dell' invito , di non avermi dimenticato .	Ti	10	12	ti	ti	y
Sarò all' appuntamento , sono già nervosa e in fretta di essere a questo giorno importante della Tua vita .	Tua	97	100	sua	tua	n
TANTI BACCI- -	BACCI-	6	12	ASCII	Baci	n
ho penso per regalare gli soldi , cosi potete comprare che volete .	ho	0	2	Io	Ho	n
Graciè anticipo Tanti bacci -unreadable -	Graciè	0	6	Grecia	Grazie	n
Che goia cuando ho ricevuto la vostra carta di matrimonio .	goia	4	8	noia	gioia	n
Che goia cuando ho ricevuto la vostra carta di matrimonio .	cuando	9	15	quando	quando	y
Purtroppo , sarò da sola con miei figli , perchè Michele ha già previsto qualcosa per questa data .	perchè	42	48	perché	perché	y
Vedrò cuando saremo arrivati a vostra casa .	cuando	6	12	quando	quando	y
Tanti bacci a tutti i due .	bacci	6	11	baci	baci	y
Rossi Maria 12 Strada Maggiore 12345 Città X le 2 Settembre 2010 Cari Beatrice e Stefano , ho bene resivuto vostra invitazione , posso venire con mia Famiglia : tanti Aguri per vostra matrimonio .	resivuto	99	107	residuo	ricevuto	n
Rossi Maria 12 Strada Maggiore 12345 Città X le 2 Settembre 2010 Cari Beatrice e Stefano , ho bene resivuto vostra invitazione , posso venire con mia Famiglia : tanti Aguri per vostra matrimonio .	Famiglia	150	158	famiglia	famiglia	y
Rossi Maria 12 Strada Maggiore 12345 Città X le 2 Settembre 2010 Cari Beatrice e Stefano , ho bene resivuto vostra invitazione , posso venire con mia Famiglia : tanti Aguri per vostra matrimonio .	Aguri	167	172	Auguri	Auguri	y
Mi piacerebbe farvi un bello regalo a tutti é due .	é	44	45	e	e	y
Noi sarànno alla chiesa di Santa chiara per 17.30 .	sarànno	4	11	saranno	saranno	y
Sono contente per Voi .	Voi	18	21	voi	voi	y
Encore tutti miei felicitazione In attesa , bacci -unreadable -	bacci	44	49	baci	baci	y
Cara Beatrice , caro Stefano , Siamo tanto contenti per tutti e due , Vi mandiamo gli nostri congratulazioni .	Siamo	31	36	Siamo	siamo	n
Cara Beatrice , caro Stefano , Siamo tanto contenti per tutti e due , Vi mandiamo gli nostri congratulazioni .	Vi	70	72	vi	vi	y
Ci piacerebbe penotare e anzi compare un soggiorno per tutti e due , per una settimana in Calabria , accanto alla spiaggia si sabbia .	compare	30	37	comprare	comprare	y
Ma possiamo farre altra cosa .	farre	12	17	fare	fare	y
Tanti Baci Michele	Baci	6	10	baci	baci	y
Michele Rossi 5 Strada Maggiore 12345 Città X Città X 15 Marzo 2010 Cari Amici , Ho appena recivuto il vostro invito per il vostro matrimonio , che vi rispondo per dirvi che questa lettera me ha fatto un piacere grandissimo .	Marzo	57	62	marzo	marzo	y
Michele Rossi 5 Strada Maggiore 12345 Città X Città X 15 Marzo 2010 Cari Amici , Ho appena recivuto il vostro invito per il vostro matrimonio , che vi rispondo per dirvi che questa lettera me ha fatto un piacere grandissimo .	Ho	81	83	Ho	ho	n
Michele Rossi 5 Strada Maggiore 12345 Città X Città X 15 Marzo 2010 Cari Amici , Ho appena recivuto il vostro invito per il vostro matrimonio , che vi rispondo per dirvi che questa lettera me ha fatto un piacere grandissimo .	recivuto	91	99	ricevuto	ricevuto	y
Sfortunatamente sono molto deluso di annunciarvi , che non potrò venire questo giorno , ho trovato un nuovo lavoro che mi piace tantissimo , e sicome bisogna avere tre giorni per andare in Italia da Città X per un matrimonio , non potrei lasciar il mio nuovo lavoro .	sicome	143	149	come	siccome	n
Ma sicome non sarò presente , mi piacerebbe farvi un regalo , potreste dirmi presto quello che potrei comprare in Francia e mandarvi prima del vostro grande giorno .	sicome	3	9	come	siccome	n
Tanti auguri , vi abbarcio a presto Michele	abbarcio	18	26	abbraccio	abbraccio	y
15 marzo 2010 Cari amici , Congratulazioni !	Congratulazioni	27	42	Congratulazioni	congratulazioni	n
Maria Rossi Città X , 62 Strada Maggiore Città X , 05 Agosto 2010 Cari Gianni e Emma , Molti congratulazioni per il matrimonio della sua figlia Beatrice .	Agosto	54	60	agosto	agosto	y
Maria Rossi Città X , 62 Strada Maggiore Città X , 05 Agosto 2010 Cari Gianni e Emma , Molti congratulazioni per il matrimonio della sua figlia Beatrice .	Molti	87	92	Molte	molti	n
É certo po andare alla chiesa e anche al ristorante .	É	0	1	D	È	n
Vorrei compare qualche cosi Beatrice e Stefano bisogna .	compare	7	14	Comprare	comprare	n
Tanti bacci Maria	bacci	6	11	baci	baci	y
Città X , 2 Maggio 2010 Cari Amici , Ho avuto la gioia di imparare che avete deciso di sposarvi .	Maggio	12	18	maggio	maggio	y
Città X , 2 Maggio 2010 Cari Amici , Ho avuto la gioia di imparare che avete deciso di sposarvi .	Ho	37	39	Ho	ho	n
Maria Rossi Strada Maggiore , 12345 Città X France Città X , 15 Marzo 2010 Cari Beatrice e Stefano , Vi scrivo perché ho ricevuto il vostro invito per i vostro matrimonio .	Marzo	64	69	marzo	marzo	y
Maria Rossi Strada Maggiore , 12345 Città X France Città X , 15 Marzo 2010 Cari Beatrice e Stefano , Vi scrivo perché ho ricevuto il vostro invito per i vostro matrimonio .	Vi	101	103	Vi	vi	n
Vorrei anche prima di tutto ringraziarvi per avermi invitato , sono molto contenta di potere participare nel vostro matrimonio , anche se sono stata un pò sorpresa non credeva che vi vedeva sposarsi cosi presto .	pò	152	154	po	po'	n
Vorrei anche prima di tutto ringraziarvi per avermi invitato , sono molto contenta di potere participare nel vostro matrimonio , anche se sono stata un pò sorpresa non credeva che vi vedeva sposarsi cosi presto .	cosi	199	203	così	così	y
