Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Eva Meier Zentralplatz 1 12345 Stadt X Aupairsglobal Bahnhof str 101	str	61	64	Str.	Bahnhofstr.	n
.	.	0	1	.	Bahnhofstr.	n
ich hieße Eva .	ich	0	3	Ich	Ich	y
Meine Freundin hat mir gesagt , Wenn ich gute Sprache haben möchte , musse ich 1 Jahr als Aupair arbeiten - Ich weiß es nicht , ob es möglich ist ?	Wenn	32	36	wenn	wenn	y
Ich möchte wissen , ob diese Familie oder Personen genau Hilfbereits sind ?	Hilfbereits	57	68	hilfsbereit	hilfsbereit	y
Gibt es ein möglichkeiten Deutsche Sprache zu lernen ?	möglichkeiten	12	25	Möglichkeit	Möglichkeiten	n
Gibt es ein möglichkeiten Deutsche Sprache zu lernen ?	Deutsche	26	34	deutscher	deutsche	n
Wenn ich als Au-pair arbeiten , muss ich immer arbeiten oder konnte ich meine , Zeit freizeitaktivitäten auch benutzen ?	freizeitaktivitäten	85	104	Enzymaktivitäten	Freizeitaktivitäten	n
Ich glauben , dass , ich mit diese arbeit nicht nur meine Sprache verbessen konnte , sondern auch konnte ich Deutsche Kulture und neue Fremde Leute auch kennen lernen ?	arbeit	35	41	Arbeit	Arbeit	y
Ich glauben , dass , ich mit diese arbeit nicht nur meine Sprache verbessen konnte , sondern auch konnte ich Deutsche Kulture und neue Fremde Leute auch kennen lernen ?	verbessen	66	75	verbessern	verbessern	y
Ich glauben , dass , ich mit diese arbeit nicht nur meine Sprache verbessen konnte , sondern auch konnte ich Deutsche Kulture und neue Fremde Leute auch kennen lernen ?	Deutsche	109	117	deutsche	deutsche	y
Ich glauben , dass , ich mit diese arbeit nicht nur meine Sprache verbessen konnte , sondern auch konnte ich Deutsche Kulture und neue Fremde Leute auch kennen lernen ?	Fremde	135	141	Freude	fremde	n
Ich glauben , dass , ich mit diese arbeit nicht nur meine Sprache verbessen konnte , sondern auch konnte ich Deutsche Kulture und neue Fremde Leute auch kennen lernen ?	kennen	153	159	kennen	kennenlernen	n
Ich glauben , dass , ich mit diese arbeit nicht nur meine Sprache verbessen konnte , sondern auch konnte ich Deutsche Kulture und neue Fremde Leute auch kennen lernen ?	lernen	160	166	lernen	kennenlernen	n
Ich habe noch Fragen , Wass soll ich machen , wenn ich eine Stelle als Au-pair bekommen möchte .	Wass	23	27	Bass	was	n
Soll ich eine Bewerbung schreiben oder Muss ich in Ihre Firma kommen ?	Muss	39	43	muss	muss	y
101 90451 Nürberg Beschwerde über Au-pair Stelle in Deutschland .	Au-pair	34	41	unfair	Au-pair-Stelle	n
101 90451 Nürberg Beschwerde über Au-pair Stelle in Deutschland .	Stelle	42	48	Stellen	Au-pair-Stelle	n
Es hat intersante Zeit und Verbesserung von meiner Sprachkenntnisse versprochen .	intersante	7	17	interessante	interessante	y
Ich musste um drei kleinen Kindern kummern , obwohl in meinem Vertragbedingungen Einzelkind steht .	kummern	35	42	kümmern	kümmern	y
Zum Schluss möchte ich hinzufügen , dass die Familie nicht sinnvoll gewaht war .	gewaht	68	74	gewahrt	gewählt	n
Aus diesen aufgegebenen Gründe , möchte ich Sie bitten , 80 % meiner Zahlung zurückzuerstatten , sonst werde ich gegen Sie gerechtlich vorgehen .	gerechtlich	123	134	gerichtlich	gerichtlich	y
101 90451 Nürnberg Betreff : Betreeuung durch die Agentur .	Betreeuung	29	39	Betreuung	Betreuung	y
Beschwerde da ich mich beschäftigt als Au-pair-Mädchen in Deutschland wollte habe ich Schultzagentur gesucht um eine versiecherte Stelle als Gastarbeiterin zu bekommen .	versiecherte	117	129	versicherte	versicherte	y
Als ich Ihre Annonce geleseh habe , habe ich an Sie geschrieben um Betreung zu bekommen .	geleseh	21	28	gelesen	gelesen	y
Als ich Ihre Annonce geleseh habe , habe ich an Sie geschrieben um Betreung zu bekommen .	Betreung	67	75	Befreiung	Betreuung	n
Aus diesen Gründe fordere ich mein Geld zurück , sonst werde ich gegen Sie gerichtlich Vorgehen .	Vorgehen	87	95	vorgehen	vorgehen	y
Als ich Ihre Anzeige in der Zeitung gelesen hatte , dachte ich mir , dass ist was nützliches für mich .	dass	69	73	das	das	y
Außerdem bekomme ich zu wenig Freie Tagen .	Freie	30	35	freie	freie	y
Mir wurde auch versprochen , dass ich Deutschkur besuchen kann .	Deutschkur	38	48	deutscher	Deutschkurs	n
Ich habe in Ihre Agentur angerufen , keine weiss Bescheid dafür .	weiss	43	48	weis	weiß	n
Müller Michael Bahnhofsstraße 12 1234 Stadt X 2011.07.08 Au-pair Agentur Schultz & Partner Regenstr .	Au-pair	57	64	Unfair	Au-pair-Agentur	n
Müller Michael Bahnhofsstraße 12 1234 Stadt X 2011.07.08 Au-pair Agentur Schultz & Partner Regenstr .	Agentur	65	72	Agentur	Au-pair-Agentur	n
101 90451 Nürnberg Beswerden über die Betreung .	Beswerden	19	28	Bewerten	Beschwerden	n
101 90451 Nürnberg Beswerden über die Betreung .	Betreung	38	46	Betreuung	Betreuung	y
Sehr geehrte Damen und Herren , Als ich Ihre Anzeige über meine Gastfamilie angesehen , habe mich Sofort gefreuen die familie zu Sehen .	Als	32	35	Als	als	n
Sehr geehrte Damen und Herren , Als ich Ihre Anzeige über meine Gastfamilie angesehen , habe mich Sofort gefreuen die familie zu Sehen .	Sofort	98	104	sofort	sofort	y
Sehr geehrte Damen und Herren , Als ich Ihre Anzeige über meine Gastfamilie angesehen , habe mich Sofort gefreuen die familie zu Sehen .	familie	118	125	Familie	Familie	y
Sehr geehrte Damen und Herren , Als ich Ihre Anzeige über meine Gastfamilie angesehen , habe mich Sofort gefreuen die familie zu Sehen .	Sehen	129	134	sehen	sehen	y
Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	Schön	32	37	schön	schon	n
Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	Klar	38	42	klar	klar	y
Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	familie	52	59	Familie	Familie	y
Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	So	66	68	so	so	y
Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett , die waren nicht frohlich und es gab immer Streiht .	Streiht	118	125	Streit	Streit	y
im hause .	hause	3	8	hause	Hause	n
Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	geschenke	20	29	Geschenke	Geschenke	y
Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	geKauf	30	36	gekauft	gekauft	y
Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	Sein	48	52	sein	sein	y
Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	immen	66	71	immer	immer	y
Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	vesuchen	82	90	versuchen	versuchen	y
Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	freuntlich	91	101	deutlich	freundlich	n
Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen , es war unmöglich .	anZuschließen	117	130	abzuschließen	anzuschließen	n
alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	alles	0	5	Alles	Alles	y
alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	haus	26	30	Haus	Haus	y
alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	Erweitet	79	87	erweitert	erwartet	n
alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	Überlegen	133	142	überlegen	überlegen	y
alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	Sagen	168	173	sagen	sagen	y
alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	vorgestelte	217	228	vorgestellt	vorgestellt	y
alles war Enttauschung im haus war immer laut Ohne ende , es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen : war nicht als ich vorgestelte habe , ich möchte Antworte Zuruck .	Zuruck	256	262	zurück	zurück	y
mit freundlichen Grüßen Michael Müller	mit	0	3	Mit	Mit	y
Leider muss ich Ihnen sagen , dass es nicht dem entsprechend war , was ich erwartet hatte .	dem	44	47	dem	dementsprechend	n
Leider muss ich Ihnen sagen , dass es nicht dem entsprechend war , was ich erwartet hatte .	entsprechend	48	60	entsprechend	dementsprechend	n
Meine Situation in meiner Gastfamilie ist unbefridigend .	unbefridigend	42	55	unbefriedigend	unbefriedigend	y
Au pair Agentur Schulz & Partner Regenstr .	Au	0	2	Au	Au-pair-Agentur Schultz	n
Au pair Agentur Schulz & Partner Regenstr .	pair	3	7	paar	Au-pair-Agentur Schultz	n
Au pair Agentur Schulz & Partner Regenstr .	Agentur	8	15	Agentur	Au-pair-Agentur Schultz	n
Au pair Agentur Schulz & Partner Regenstr .	Schulz	16	22	Scholz	Au-pair-Agentur Schultz	n
Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Durch	54	59	Durch	durch	n
Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Au	66	68	Au	Au-pair-Agentur	n
Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	pair	69	73	paar	Au-pair-Agentur	n
Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Agentur	74	81	Agentur	Au-pair-Agentur	n
Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Au	111	113	Alu	Au-pair-Mädchen	n
Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	,	114	115	,	Au-pair-Mädchen	n
Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	pair	116	120	paar	Au-pair-Mädchen	n
Betreff : Reklamation Sehr geehrte Damen und Herren , Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au , pair Mädchen in Deutschland gearbeitet .	Mädchen	121	128	Mädchen	Au-pair-Mädchen	n
Erstens war die Familie keine deutsche Familie sondern eine französiche Familie .	französiche	60	71	französische	französische	y
Abschliessend hat diese Familie meinen Deutschkurs nicht bezahlt Obwohl in dem Vertrag eine des Konditions war Leider hatte ich nicht so einen Service erwartet .	Abschliessend	0	13	Abschlüssen	Abschließend	n
Abschliessend hat diese Familie meinen Deutschkurs nicht bezahlt Obwohl in dem Vertrag eine des Konditions war Leider hatte ich nicht so einen Service erwartet .	Obwohl	65	71	wohl	obwohl	n
Wie Sie mir versprochen hatten , musste die Familie den deutskurs bezahlen , und ausserdem musste aus Deutschland kommen und nicht aus Frankreich .	deutskurs	56	65	Diskurs	Deutschkurs	n
Wie Sie mir versprochen hatten , musste die Familie den deutskurs bezahlen , und ausserdem musste aus Deutschland kommen und nicht aus Frankreich .	ausserdem	81	90	außerdem	außerdem	y
Ich glaube , ich habe genügend Gründe um mich zu beschweren und ich fordere eine finanzielle Enchädigung .	Enchädigung	93	104	Entschädigung	Entschädigung	y
Mit freundlichen Grüssen Maria Meier	Grüssen	17	24	Grüßen	Grüßen	y
Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	Geehte	84	90	geehrte	geehrte Damen und Herren	n
Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	Frau	91	95	Frau	geehrte Damen und Herren	n
Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	/	96	97	/	geehrte Damen und Herren	n
Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	Herr	98	102	Herr	geehrte Damen und Herren	n
Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	dürch	112	117	durch	durch	y
Maria Meier Bahnhofsstraße 123 12345 Stadt X Stadt X den 12.07.2011 Beschwerde Sehr Geehte Frau / Herr Ich habe dürch Ihre Agentur eine Stelle beckommen in Mönchen .	beckommen	143	152	bekommen	bekommen	y
Sie hätten mir mitgeteilt das die Familie hat 2 Kinder und das Eltern beide arbeiten .	das	26	29	das	dass	n
Auserdem nach Ihre information , sollte ich beckommen ein Zimmer , freie Wohenende und 500 € als Taschengeld .	Auserdem	0	8	Außerdem	Außerdem	y
Auserdem nach Ihre information , sollte ich beckommen ein Zimmer , freie Wohenende und 500 € als Taschengeld .	information	19	30	Information	Information	y
Auserdem nach Ihre information , sollte ich beckommen ein Zimmer , freie Wohenende und 500 € als Taschengeld .	beckommen	44	53	bekommen	bekommen	y
Auserdem nach Ihre information , sollte ich beckommen ein Zimmer , freie Wohenende und 500 € als Taschengeld .	Wohenende	73	82	lohnende	Wochenende	n
Ich habe beckommen noch die Information über meine arbeit .	beckommen	9	18	bekommen	bekommen	y
Ich habe beckommen noch die Information über meine arbeit .	arbeit	51	57	Arbeit	Arbeit	y
Leider war alles anderes als ich erwarten Habe .	Habe	42	46	habe	habe	y
Ich habe keine Zimmer beckomen , ich musste ihm teilen mit die kleinste Kind .	beckomen	22	30	bekommen	bekommen	y
Also hätte ich keine Ruhe und Privatsfere gehabt .	Privatsfere	30	41	Privatiers	Privatsphäre	n
Meine arbeit Stunden waren länga als gesagt .	arbeit	6	12	Arbeit	Arbeitsstunden	n
Meine arbeit Stunden waren länga als gesagt .	Stunden	13	20	Stunden	Arbeitsstunden	n
Meine arbeit Stunden waren länga als gesagt .	länga	27	32	länger	länger	y
Ich hätte auch keine IWohenende frei .	IWohenende	21	31	lohnende	Wochenende	n
Jemand hat mir soger gesagt das die informationen nicht von Ihnen sind und ich habe mich geehrt .	soger	15	20	sogar	sogar	y
Die viertel Jahr war für mich hart und schwer .	viertel	4	11	viertel	Vierteljahr	n
Die viertel Jahr war für mich hart und schwer .	Jahr	12	16	Jahr	Vierteljahr	n
Jetzt ist das für mich egal , aber bitte sei ihr bisschen mehr kompetent und bitte eure Information besser Prüfen Mit freundlichen Grüssen Maria Meier	Prüfen	107	113	prüfen	prüfen	y
AU-Pair-Agentur Schultz & Partner Regenstr .	AU-Pair-Agentur	0	15	Agentur	Au	n
Sehr geehrte Damen und Herren , nachdem ich Ihre AnZeige mit grossem Interesse in der Zeitung gelesen hatte , nahm ich an Ihrem Au-Pair_teil und flog freudig nach Deutschland , aber Leider war ich sehr enttäuscht , weil die Erwartungen , die Sie durch Ihre AnZeige weckten , wurden nicht erfüllt .	AnZeige	49	56	Anzeige	Anzeige	y
Sehr geehrte Damen und Herren , nachdem ich Ihre AnZeige mit grossem Interesse in der Zeitung gelesen hatte , nahm ich an Ihrem Au-Pair_teil und flog freudig nach Deutschland , aber Leider war ich sehr enttäuscht , weil die Erwartungen , die Sie durch Ihre AnZeige weckten , wurden nicht erfüllt .	Leider	182	188	leider	leider	y
Sehr geehrte Damen und Herren , nachdem ich Ihre AnZeige mit grossem Interesse in der Zeitung gelesen hatte , nahm ich an Ihrem Au-Pair_teil und flog freudig nach Deutschland , aber Leider war ich sehr enttäuscht , weil die Erwartungen , die Sie durch Ihre AnZeige weckten , wurden nicht erfüllt .	AnZeige	257	264	Anzeige	Anzeige	y
Ebenso sammelte ich nicht langjährige Erfahrungen , die sei in Ihrer AnZeige beschreiben .	AnZeige	69	76	Anzeige	Anzeige	y
Bitte Zahlen Sie mit einen Teil , mindestens 30 % der KurSgebüren zurück .	KurSgebüren	54	65	kursieren	Kursgebühren	n
Michael Meier Bahnhofsstraße 123 12345 Stadt X Niederland	Niederland	47	57	Niederlande	Niederlande	y
28-07-2011 Beschwere Sehr geehrte Damen und Herren , Ich bin seit 01-03-2011 bei Familie Müller als Au-pair tätig .	Beschwere	11	20	Beschwerde	Beschwerde	y
28-07-2011 Beschwere Sehr geehrte Damen und Herren , Ich bin seit 01-03-2011 bei Familie Müller als Au-pair tätig .	Ich	53	56	Ich	ich	n
Es war schon ein Überrasung , dass ich innerhalbe von 14 Tagen bei Familie Müller sein sollte .	innerhalbe	39	49	innerhalb	innerhalb	y
Auf Ihrem Brief steht das Familie müller nur ein Baby hat und das ich nur von 8:00 bis 17:00 aufpassen musste .	das	22	25	das	dass	n
Auf Ihrem Brief steht das Familie müller nur ein Baby hat und das ich nur von 8:00 bis 17:00 aufpassen musste .	müller	34	40	Müller	Müller	y
